CensusId	State	County	TotalPop	Men	Women	White	Black	Native	Asian	Pacific	Employed	Unemployment
31093	Nebraska	Howard	6347	3234	3113	96.0	0.1	0.1	0.2	0.3	3287	4.0
31095	Nebraska	Jefferson	7433	3642	3791	94.4	0.0	0.6	0.2	0.0	3734	4.0
31097	Nebraska	Johnson	5167	3070	2097	81.3	6.7	0.4	0.8	0.0	2053	3.6
31099	Nebraska	Kearney	6549	3227	3322	93.5	0.2	0.2	0.3	0.0	3478	3.8
31101	Nebraska	Keith	8146	4073	4073	91.2	0.5	0.2	0.4	0.4	4116	2.8
31103	Nebraska	Keya Paha	711	368	343	98.2	0.1	0.0	0.6	0.0	440	1.1
31105	Nebraska	Kimball	3720	1847	1873	89.4	0.3	0.1	0.6	0.0	1658	5.1
31107	Nebraska	Knox	8556	4162	4394	86.8	0.1	8.8	0.5	0.1	4277	3.3
31109	Nebraska	Lancaster	298080	149454	148626	83.1	3.8	0.4	4.0	0.1	160866	5.1
31111	Nebraska	Lincoln	35896	17721	18175	88.9	0.8	0.2	0.5	0.0	17360	4.2
31113	Nebraska	Logan	851	412	439	96.7	0.2	0.2	0.0	0.0	449	0.9
31115	Nebraska	Loup	548	272	276	94.5	0.0	1.5	0.0	0.0	297	0.7
31117	Nebraska	McPherson	433	223	210	97.5	0.0	0.0	0.0	0.0	222	0.9
31119	Nebraska	Madison	35111	17387	17724	81.7	1.0	1.2	0.7	0.0	18727	3.1
31121	Nebraska	Merrick	7776	3826	3950	93.2	0.5	0.2	0.1	0.0	4177	5.2
31123	Nebraska	Morrill	4874	2491	2383	83.0	0.8	0.3	0.3	0.0	2451	4.0
31125	Nebraska	Nance	3639	1806	1833	97.3	0.1	0.0	0.1	0.1	1784	3.2
31127	Nebraska	Nemaha	7168	3481	3687	94.6	1.0	0.6	0.5	0.0	3481	8.0
31129	Nebraska	Nuckolls	4391	2175	2216	95.9	0.0	0.0	0.8	0.0	2219	2.9
31131	Nebraska	Otoe	15842	7841	8001	90.5	0.1	0.3	0.5	0.0	8225	4.6
31133	Nebraska	Pawnee	2726	1382	1344	97.3	0.0	0.1	0.0	0.0	1265	4.6
31135	Nebraska	Perkins	2924	1444	1480	95.6	0.1	0.0	0.0	0.0	1499	1.7
31137	Nebraska	Phelps	9216	4599	4617	93.2	0.2	0.2	0.1	0.1	4641	1.7
31139	Nebraska	Pierce	7184	3632	3552	97.2	0.1	0.1	0.2	0.0	3663	4.7
31141	Nebraska	Platte	32642	16580	16062	81.7	0.3	0.1	0.6	0.0	17701	4.5
31143	Nebraska	Polk	5271	2632	2639	94.3	0.2	0.2	0.4	0.0	2843	1.9
31145	Nebraska	Red Willow	10946	5480	5466	92.5	1.4	0.4	0.4	0.0	5714	4.1
31147	Nebraska	Richardson	8201	4081	4120	92.7	0.0	2.0	0.3	0.0	4000	3.4
31149	Nebraska	Rock	1401	679	722	95.4	0.7	0.0	0.2	0.0	765	1.7
31151	Nebraska	Saline	14360	7438	6922	73.1	0.8	0.1	2.7	0.0	7130	3.4
31153	Nebraska	Sarpy	169192	84574	84618	82.6	3.9	0.4	2.1	0.1	87645	4.4
31155	Nebraska	Saunders	20913	10568	10345	95.8	0.6	0.3	0.3	0.0	10624	3.5
31157	Nebraska	Scotts Bluff	36684	17699	18985	73.9	0.7	0.9	0.7	0.0	17970	5.5
31159	Nebraska	Seward	16998	8690	8308	95.5	0.3	0.1	0.5	0.0	8543	3.5
31161	Nebraska	Sheridan	5294	2608	2686	82.9	0.4	9.1	0.5	0.0	2564	1.4
31163	Nebraska	Sherman	3107	1534	1573	96.6	1.2	0.3	0.2	0.0	1569	3.1
31165	Nebraska	Sioux	1249	651	598	91.9	0.0	0.0	0.2	0.0	662	1.3
31167	Nebraska	Stanton	6081	3037	3044	92.5	0.6	0.1	0.3	0.0	3151	2.6
31169	Nebraska	Thayer	5182	2553	2629	96.0	0.1	0.2	0.0	0.0	2542	1.7
31171	Nebraska	Thomas	675	356	319	95.4	0.0	0.4	2.4	0.0	385	0.0
31173	Nebraska	Thurston	6946	3430	3516	38.5	0.1	55.1	0.6	0.1	2483	14.4
31175	Nebraska	Valley	4254	2129	2125	96.8	0.1	0.4	0.0	0.0	2268	1.4
31177	Nebraska	Washington	20257	9976	10281	95.3	0.7	0.2	0.1	0.1	10850	1.4
31179	Nebraska	Wayne	9425	4839	4586	90.5	3.3	0.2	0.0	0.0	5219	3.0
31181	Nebraska	Webster	3697	1793	1904	92.3	0.1	0.0	1.4	0.0	1689	4.7
31183	Nebraska	Wheeler	847	432	415	99.8	0.0	0.0	0.2	0.0	494	2.9
31185	Nebraska	York	13825	6832	6993	92.0	0.9	0.3	0.2	0.2	7274	2.0
32001	Nevada	Churchill	24252	12368	11884	74.6	2.1	4.4	2.7	0.3	9274	11.9
32003	Nevada	Clark	2035572	1019927	1015645	45.8	10.4	0.4	9.0	0.7	923588	10.8
32005	Nevada	Douglas	47259	23755	23504	81.7	0.5	1.9	1.3	0.1	20371	8.5
32007	Nevada	Elko	51562	26951	24611	67.6	1.1	5.1	0.9	0.2	25865	5.5
32009	Nevada	Esmeralda	1141	520	621	79.1	0.0	3.7	0.0	0.0	437	11.9
32011	Nevada	Eureka	1669	797	872	95.1	0.1	1.5	0.0	0.7	853	4.7
32013	Nevada	Humboldt	17067	8971	8096	66.4	0.5	4.5	0.3	0.0	8295	7.8
32015	Nevada	Lander	5946	3231	2715	65.2	0.1	3.7	0.8	0.2	2644	12.0
32017	Nevada	Lincoln	5194	2854	2340	84.2	2.9	3.9	0.1	0.0	1714	11.8
32019	Nevada	Lyon	51657	26001	25656	76.7	0.8	2.3	1.3	0.1	19958	13.6
32021	Nevada	Mineral	4566	2433	2133	62.3	1.3	16.7	4.1	0.0	1856	15.4
32023	Nevada	Nye	42625	21179	21446	77.8	2.5	1.8	1.4	0.2	14143	13.4
32027	Nevada	Pershing	6722	4455	2267	66.8	4.7	3.4	0.2	0.6	2101	9.5
32029	Nevada	Storey	3929	1882	2047	90.7	0.4	1.7	1.5	0.2	1777	10.3
32031	Nevada	Washoe	435019	218795	216224	64.5	2.2	1.3	5.2	0.6	207304	9.1
32033	Nevada	White Pine	9974	5657	4317	74.1	4.0	5.1	0.7	0.3	3529	10.6
32510	Nevada	Carson City	54482	27959	26523	68.8	0.9	1.9	2.7	0.6	23603	11.3
33001	New Hampshire	Belknap	60399	29573	30826	95.1	0.5	0.2	1.1	0.0	30396	5.3
33003	New Hampshire	Carroll	47513	23712	23801	96.2	0.4	0.1	0.6	0.0	22992	5.8
33005	New Hampshire	Cheshire	76430	37155	39275	94.7	0.7	0.2	1.2	0.0	39695	6.1
33007	New Hampshire	Coos	31870	16226	15644	94.4	1.7	0.6	0.4	0.0	14644	6.9
33009	New Hampshire	Grafton	89341	44024	45317	91.5	0.7	0.5	3.2	0.1	45198	5.0
33011	New Hampshire	Hillsborough	403972	200201	203771	86.5	2.1	0.1	3.6	0.0	215215	5.9
33013	New Hampshire	Merrimack	147262	72470	74792	93.6	1.1	0.1	1.6	0.0	76330	5.2
33015	New Hampshire	Rockingham	299006	147837	151169	93.5	0.7	0.1	1.8	0.0	166354	5.6
33017	New Hampshire	Strafford	125273	61104	64169	91.9	0.9	0.1	2.8	0.0	66369	6.5
33019	New Hampshire	Sullivan	43135	21182	21953	95.7	0.4	0.5	0.9	0.0	21617	5.8
34001	New Jersey	Atlantic	275376	133217	142159	57.0	14.3	0.2	8.2	0.0	128151	12.5
34003	New Jersey	Bergen	926330	448049	478281	59.4	5.3	0.1	15.5	0.0	459612	6.5
34005	New Jersey	Burlington	450556	221673	228883	69.0	15.6	0.1	4.6	0.0	221766	8.5
34007	New Jersey	Camden	511998	247370	264628	58.5	18.1	0.1	5.6	0.0	241708	10.2
34009	New Jersey	Cape May	95805	46617	49188	85.9	4.6	0.1	1.1	0.0	42881	10.0
34011	New Jersey	Cumberland	157035	80938	76097	48.5	18.6	0.5	1.3	0.0	63220	11.1
34013	New Jersey	Essex	791609	380222	411387	31.9	38.7	0.1	4.9	0.0	358229	13.0
34015	New Jersey	Gloucester	290298	141053	149245	79.6	9.8	0.1	2.9	0.0	141635	9.2
34017	New Jersey	Hudson	662619	329204	333415	29.4	11.1	0.1	14.5	0.0	339606	9.3
34019	New Jersey	Hunterdon	126250	62901	63349	86.9	2.4	0.1	3.6	0.2	65918	5.9
34021	New Jersey	Mercer	370212	181158	189054	52.3	19.6	0.1	10.1	0.0	177609	9.4
34023	New Jersey	Middlesex	830300	408374	421926	46.1	9.2	0.1	23.2	0.0	402766	7.5
34025	New Jersey	Monmouth	629185	306200	322985	75.9	6.7	0.0	5.3	0.0	307183	7.9
34027	New Jersey	Morris	498192	244074	254118	72.9	3.0	0.1	9.7	0.0	258862	6.3
34029	New Jersey	Ocean	583450	280258	303192	85.1	2.9	0.0	1.9	0.0	246680	8.8
34031	New Jersey	Passaic	507574	247026	260548	43.3	11.0	0.1	5.2	0.0	229762	8.6
34033	New Jersey	Salem	65120	31653	33467	75.7	13.8	0.1	0.9	0.0	29226	10.6
34035	New Jersey	Somerset	330604	161252	169352	59.4	8.8	0.1	16.0	0.0	170172	6.0
34037	New Jersey	Sussex	145930	72391	73539	87.7	1.9	0.0	1.8	0.0	75669	8.2
34039	New Jersey	Union	548744	267263	281481	42.4	20.3	0.1	4.8	0.0	267803	9.8
34041	New Jersey	Warren	107226	52134	55092	83.8	4.0	0.1	2.7	0.0	53302	9.0
35001	New Mexico	Bernalillo	673943	330578	343365	40.4	2.5	3.9	2.2	0.1	307756	8.4
35003	New Mexico	Catron	3583	1904	1679	79.9	0.7	0.5	0.3	0.0	1049	4.6
35005	New Mexico	Chaves	65811	32746	33065	41.6	1.6	0.7	0.7	0.0	26448	7.6
35006	New Mexico	Cibola	27382	13817	13565	20.9	0.9	38.5	0.6	0.1	9625	15.3
35007	New Mexico	Colfax	12997	6510	6487	47.9	0.3	0.8	1.1	0.0	4981	9.5
35009	New Mexico	Curry	50497	26088	24409	50.1	5.7	0.6	1.5	0.1	20599	9.1
35011	New Mexico	De Baca	2020	907	1113	50.2	0.0	0.0	0.0	0.0	619	5.2
35013	New Mexico	Doña Ana	213963	105321	108642	29.1	1.6	0.7	1.0	0.0	88919	11.5
35015	New Mexico	Eddy	55641	28251	27390	50.1	1.3	1.2	0.5	0.1	25620	5.8
35017	New Mexico	Grant	29119	14383	14736	47.6	0.5	0.7	0.1	0.0	10585	9.7
35019	New Mexico	Guadalupe	4526	2620	1906	17.8	1.6	2.3	0.0	0.0	1301	1.2
35021	New Mexico	Harding	565	292	273	61.1	0.0	0.0	0.2	0.0	205	6.0
35023	New Mexico	Hidalgo	4643	2313	2330	42.1	0.3	0.4	0.0	0.0	1867	12.2
35025	New Mexico	Lea	68149	35007	33142	39.4	3.2	0.7	0.2	0.0	29340	5.9
35027	New Mexico	Lincoln	19931	9898	10033	64.0	0.6	2.5	0.2	0.0	8030	7.3
35028	New Mexico	Los Alamos	17939	9179	8760	73.9	0.5	1.0	6.7	0.1	8916	3.5
35029	New Mexico	Luna	24789	12353	12436	33.0	1.0	0.9	0.4	0.1	8383	13.8
35031	New Mexico	McKinley	73998	35681	38317	9.9	0.8	72.3	0.9	0.0	22865	15.5
35033	New Mexico	Mora	4660	2226	2434	17.5	0.1	0.0	0.0	0.0	1166	5.4
35035	New Mexico	Otero	65318	33379	31939	51.1	3.5	6.2	1.1	0.0	22092	12.7
35037	New Mexico	Quay	8698	4216	4482	51.5	2.2	0.4	0.6	0.0	2937	5.0
35039	New Mexico	Rio Arriba	39949	19625	20324	13.1	0.4	14.0	0.4	0.0	15272	11.4
35041	New Mexico	Roosevelt	19908	10076	9832	54.2	2.2	1.1	0.6	0.0	8131	9.7
35043	New Mexico	Sandoval	136638	67141	69497	45.5	1.9	11.9	1.3	0.0	58433	9.2
35045	New Mexico	San Juan	125133	62024	63109	41.0	0.5	36.3	0.5	0.1	51561	9.2
35047	New Mexico	San Miguel	28668	14230	14438	19.0	1.3	0.9	0.9	0.1	9751	6.4
35049	New Mexico	Santa Fe	147108	71649	75459	43.2	0.6	2.4	1.1	0.0	70423	7.9
35051	New Mexico	Sierra	11615	5822	5793	66.9	0.5	0.5	0.2	0.0	3971	6.8
35053	New Mexico	Socorro	17494	9115	8379	39.1	0.7	9.8	0.7	0.0	5706	7.3
35055	New Mexico	Taos	32943	16073	16870	35.9	0.4	5.1	0.8	0.0	14356	10.7
35057	New Mexico	Torrance	15853	8258	7595	53.9	1.3	2.0	0.0	0.0	5348	11.2
35059	New Mexico	Union	4339	2422	1917	54.1	2.7	1.2	0.2	0.0	1692	2.1
35061	New Mexico	Valencia	76297	38310	37987	34.7	1.0	3.6	0.5	0.0	28088	12.4
36001	New York	Albany	307463	148776	158687	74.2	11.8	0.1	5.7	0.1	155200	6.4
36003	New York	Allegany	48070	24313	23757	94.8	1.3	0.3	1.2	0.0	20410	9.2
36005	New York	Bronx	1428357	672447	755910	10.3	29.6	0.2	3.6	0.0	563903	14.0
36007	New York	Broome	198093	97363	100730	84.9	4.8	0.2	4.1	0.0	88758	7.8
36009	New York	Cattaraugus	78962	39089	39873	91.2	1.5	2.8	0.8	0.0	34265	8.2
36011	New York	Cayuga	79173	40576	38597	90.7	4.1	0.3	0.4	0.0	37023	7.3
36013	New York	Chautauqua	132646	65776	66870	88.2	2.3	0.5	0.7	0.1	58012	7.8
36015	New York	Chemung	88267	43776	44491	86.6	5.7	0.4	1.5	0.0	38219	5.4
36017	New York	Chenango	49549	24678	24871	95.0	0.8	0.3	0.5	0.0	21652	7.1
36019	New York	Clinton	81685	42107	39578	90.3	4.0	0.3	1.3	0.0	35522	6.9
36021	New York	Columbia	62195	31244	30951	87.5	4.1	0.1	1.7	0.0	29962	6.7
36023	New York	Cortland	49043	23921	25122	92.9	1.5	0.1	0.9	0.0	24080	6.1
36025	New York	Delaware	46901	23515	23386	92.6	1.8	0.2	0.6	0.0	19850	9.5
36027	New York	Dutchess	296928	147663	149265	72.9	9.4	0.1	3.8	0.0	143829	8.7
36029	New York	Erie	921584	445761	475823	76.6	13.0	0.4	3.1	0.0	441369	7.0
36031	New York	Essex	38912	20283	18629	92.2	2.9	0.2	0.6	0.0	17769	7.9
36033	New York	Franklin	51280	28253	23027	81.9	5.4	7.2	0.4	0.0	20094	8.8
36035	New York	Fulton	54606	27217	27389	93.3	1.6	0.1	0.6	0.0	24116	9.3
36037	New York	Genesee	59458	29617	29841	90.9	2.5	1.0	0.7	0.0	29675	6.7
36039	New York	Greene	48312	24996	23316	86.2	5.8	0.0	1.0	0.0	19731	9.1
36041	New York	Hamilton	4760	2406	2354	94.8	0.5	0.1	0.1	0.0	1887	9.7
36043	New York	Herkimer	64034	31598	32436	95.0	0.9	0.2	0.4	0.1	29074	8.7
36045	New York	Jefferson	118947	61875	57072	82.7	5.1	0.3	1.4	0.2	44732	10.6
36047	New York	Kings	2595259	1229001	1366258	35.7	31.2	0.2	11.4	0.0	1167448	10.0
36049	New York	Lewis	27124	13715	13409	95.9	0.9	0.2	0.4	0.0	11966	8.3
36051	New York	Livingston	64801	32469	32332	91.2	2.2	0.1	1.3	0.0	30099	5.4
36053	New York	Madison	72427	35647	36780	93.5	1.7	0.6	0.8	0.0	33023	5.1
36055	New York	Monroe	749356	362021	387335	71.6	14.5	0.2	3.5	0.0	361948	7.7
36057	New York	Montgomery	49779	24504	25275	83.6	1.5	0.1	0.7	0.0	21683	8.9
36059	New York	Nassau	1354612	656738	697874	62.9	10.9	0.1	8.5	0.0	666184	6.4
36061	New York	New York	1629507	769434	860073	47.1	12.7	0.1	11.6	0.0	884457	7.5
36063	New York	Niagara	214150	104173	109977	86.5	7.3	0.9	1.1	0.0	100718	7.6
36065	New York	Oneida	233558	116334	117224	83.3	5.6	0.2	3.6	0.0	103944	7.4
36067	New York	Onondaga	468304	226176	242128	77.8	10.6	0.6	3.5	0.0	220774	7.2
36069	New York	Ontario	109192	53574	55618	90.8	2.3	0.2	1.2	0.0	53394	6.4
36071	New York	Orange	375384	187873	187511	66.4	9.3	0.1	2.5	0.0	171651	7.3
36073	New York	Orleans	42204	21001	21203	86.8	5.8	0.6	0.6	0.1	17285	9.0
36075	New York	Oswego	121183	60691	60492	94.5	0.8	0.2	0.6	0.0	52204	9.7
36077	New York	Otsego	61399	29873	31526	91.9	1.8	0.1	1.2	0.0	28464	7.1
36079	New York	Putnam	99488	49597	49891	81.2	2.2	0.0	2.3	0.0	51412	6.8
36081	New York	Queens	2301139	1115459	1185680	26.1	17.4	0.2	24.2	0.0	1104930	8.6
36083	New York	Rensselaer	159900	78944	80956	84.6	5.7	0.0	2.3	0.0	80144	7.6
36085	New York	Richmond	472481	228703	243778	62.8	9.6	0.1	8.0	0.0	209113	6.9
36087	New York	Rockland	320688	157250	163438	63.8	11.5	0.1	6.2	0.0	146049	7.9
36089	New York	St. Lawrence	112011	57007	55004	92.2	2.1	0.8	1.0	0.1	44714	10.0
36091	New York	Saratoga	223774	110362	113412	91.7	1.4	0.1	2.4	0.0	113884	6.0
36093	New York	Schenectady	154796	75210	79586	75.1	9.3	0.2	4.2	0.0	74134	7.4
36095	New York	Schoharie	31913	15946	15967	93.6	1.3	0.1	0.8	0.0	14179	10.5
36097	New York	Schuyler	18410	9262	9148	95.4	0.9	0.2	0.5	0.0	8125	6.4
36099	New York	Seneca	35144	18527	16617	89.7	4.2	0.3	0.7	0.0	15385	5.5
36101	New York	Steuben	98665	48887	49778	93.9	1.5	0.2	1.5	0.0	43199	8.2
36103	New York	Suffolk	1501373	739210	762163	69.6	7.1	0.1	3.7	0.0	735010	6.4
36105	New York	Sullivan	76330	38992	37338	73.5	7.8	0.1	1.6	0.0	32243	11.5
36107	New York	Tioga	50199	24794	25405	95.6	0.7	0.1	0.5	0.0	23960	6.9
36109	New York	Tompkins	103855	51125	52730	78.1	3.6	0.3	10.0	0.0	49291	5.9
36111	New York	Ulster	181300	90169	91131	80.4	5.3	0.1	1.9	0.0	85617	9.3
36113	New York	Warren	65180	31977	33203	94.6	1.2	0.2	0.9	0.0	31866	6.6
36115	New York	Washington	62700	32471	30229	92.8	2.8	0.2	0.5	0.0	28744	9.5
36117	New York	Wayne	92416	45726	46690	90.4	3.3	0.2	0.6	0.1	43117	7.5
36119	New York	Westchester	967315	466996	500319	55.4	13.4	0.1	5.7	0.0	465097	7.6
36121	New York	Wyoming	41446	22442	19004	89.8	5.4	0.2	0.4	0.0	18495	7.4
36123	New York	Yates	25187	12271	12916	95.5	0.9	0.1	0.5	0.0	11496	6.9
37001	North Carolina	Alamance	155258	74019	81239	65.9	18.2	0.2	1.5	0.1	71156	7.9
37003	North Carolina	Alexander	37158	19042	18116	87.5	5.6	0.1	1.0	0.1	16182	9.0
37005	North Carolina	Alleghany	10911	5416	5495	87.3	2.2	0.1	0.2	0.0	4365	10.5
37007	North Carolina	Anson	26135	13693	12442	45.4	48.8	0.3	1.2	0.0	9875	17.6
37009	North Carolina	Ashe	27114	13389	13725	92.7	0.7	0.4	0.3	0.0	11790	8.5
37011	North Carolina	Avery	17695	9673	8022	87.3	4.1	0.5	0.5	0.0	6873	6.9
37013	North Carolina	Beaufort	47561	22645	24916	66.0	25.7	0.0	0.0	0.0	18786	11.5
37015	North Carolina	Bertie	20518	10429	10089	34.8	61.9	0.6	0.5	0.0	7158	13.5
37017	North Carolina	Bladen	34720	16491	18229	54.3	34.7	2.1	0.0	0.0	13040	12.1
37019	North Carolina	Brunswick	115926	56359	59567	81.2	10.6	0.3	0.6	0.4	45213	11.4
37021	North Carolina	Buncombe	247336	118950	128386	83.8	6.2	0.4	1.1	0.0	117252	7.0
37023	North Carolina	Burke	89548	44499	45049	82.3	5.9	0.4	3.6	0.0	36632	11.6
37025	North Carolina	Cabarrus	188375	91929	96446	69.6	16.1	0.2	2.5	0.0	87960	9.2
37027	North Carolina	Caldwell	81758	40178	41580	88.1	4.9	0.4	0.6	0.1	33837	12.2
37029	North Carolina	Camden	10161	5114	5047	80.4	13.8	0.6	2.2	0.0	4429	9.3
37031	North Carolina	Carteret	68228	33481	34747	86.4	6.0	0.4	1.2	0.0	29496	10.2
37033	North Carolina	Caswell	23174	11711	11463	61.3	32.7	0.1	0.5	0.1	9276	10.9
37035	North Carolina	Catawba	154610	75784	78826	77.0	8.4	0.3	3.8	0.0	69954	8.2
37037	North Carolina	Chatham	67431	33001	34430	71.4	12.0	0.3	1.4	0.1	29621	9.0
37039	North Carolina	Cherokee	27092	13267	13825	91.6	1.6	1.7	0.4	0.0	9362	8.4
37041	North Carolina	Chowan	14656	7039	7617	60.2	34.1	1.1	0.2	0.0	5711	12.7
37043	North Carolina	Clay	10656	5081	5575	96.0	0.5	0.0	0.1	0.0	3920	12.3
37045	North Carolina	Cleveland	97178	46587	50591	73.6	20.6	0.3	0.9	0.0	40571	12.6
37047	North Carolina	Columbus	57230	28199	29031	60.2	30.1	3.2	0.3	0.0	20746	9.0
37049	North Carolina	Craven	104450	52755	51695	66.6	21.1	0.4	2.4	0.1	40530	11.4
37051	North Carolina	Cumberland	324603	158270	166333	45.5	35.3	1.3	2.4	0.2	118750	12.6
37053	North Carolina	Currituck	24492	12201	12291	87.6	6.0	0.6	0.4	0.0	11913	6.6
37055	North Carolina	Dare	34863	17146	17717	87.8	2.2	0.2	0.5	0.0	18579	6.4
37057	North Carolina	Davidson	163867	80308	83559	81.3	9.2	0.5	1.3	0.0	71620	11.0
37059	North Carolina	Davie	41447	20192	21255	84.8	6.6	0.4	0.4	0.0	18364	7.2
37061	North Carolina	Duplin	59453	29280	30173	52.2	24.8	0.3	0.5	0.0	24654	11.3
37063	North Carolina	Durham	288817	138537	150280	42.1	37.1	0.3	4.6	0.0	145135	6.8
37065	North Carolina	Edgecombe	55280	25693	29587	37.0	56.4	0.3	0.1	0.1	21446	15.4
37067	North Carolina	Forsyth	361684	171662	190022	57.9	25.7	0.2	2.1	0.1	162790	9.5
37069	North Carolina	Franklin	62296	30917	31379	63.5	25.5	0.4	0.4	0.0	26738	9.9
37071	North Carolina	Gaston	209807	101627	108180	74.5	15.1	0.4	1.4	0.0	91563	11.2
37073	North Carolina	Gates	11724	5791	5933	62.6	33.6	0.3	0.2	0.0	4865	12.2
37075	North Carolina	Graham	8700	4253	4447	88.0	0.5	7.6	0.0	0.0	2947	11.1
37077	North Carolina	Granville	58109	29595	28514	58.6	30.6	0.6	0.5	0.0	24163	8.3
37079	North Carolina	Greene	21328	11499	9829	47.5	35.6	0.5	0.2	0.0	8070	11.9
37081	North Carolina	Guilford	506763	240753	266010	52.4	32.8	0.4	4.4	0.0	236140	8.8
37083	North Carolina	Halifax	53407	25620	27787	39.2	51.9	3.2	0.8	0.0	19726	14.1
37085	North Carolina	Harnett	124320	61281	63039	62.8	20.4	1.0	1.1	0.0	46375	11.3
37087	North Carolina	Haywood	59170	28638	30532	93.4	0.9	0.3	0.5	0.0	24728	7.3
37089	North Carolina	Henderson	109719	53143	56576	83.6	2.9	0.3	1.0	0.1	46387	6.0
37091	North Carolina	Hertford	24368	12032	12336	33.7	57.9	1.0	0.8	0.2	8679	13.7
37093	North Carolina	Hoke	51075	25202	25873	41.1	32.6	7.8	1.3	0.1	17168	13.1
37095	North Carolina	Hyde	5693	3097	2596	58.6	35.3	0.4	0.4	0.0	2326	12.7
37097	North Carolina	Iredell	165066	81281	83785	76.8	12.1	0.3	2.3	0.0	76079	9.8
37099	North Carolina	Jackson	40812	20055	20757	81.0	2.2	8.4	0.9	0.1	17567	6.2
37101	North Carolina	Johnston	178396	87648	90748	69.2	14.8	0.4	0.7	0.0	80656	8.9
37103	North Carolina	Jones	10166	4966	5200	62.0	31.6	0.1	0.1	0.0	4029	11.6
37105	North Carolina	Lee	59418	29090	30328	58.4	19.1	0.6	1.1	0.1	25418	10.3
37107	North Carolina	Lenoir	58782	27973	30809	50.5	39.5	0.3	0.6	0.0	23972	13.1
37109	North Carolina	Lincoln	79578	39434	40144	85.4	5.0	0.2	0.5	0.0	36605	10.2
37111	North Carolina	McDowell	44961	22696	22265	87.9	3.8	0.5	0.8	0.1	17404	11.1
37113	North Carolina	Macon	33919	16455	17464	89.7	1.1	0.5	0.7	0.0	13351	7.3
37115	North Carolina	Madison	21027	10461	10566	94.1	1.9	0.2	0.5	0.0	8935	7.3
37117	North Carolina	Martin	23729	11186	12543	51.9	43.5	0.4	0.2	0.0	9079	14.7
37119	North Carolina	Mecklenburg	990288	476765	513523	49.1	30.5	0.2	5.1	0.1	502455	8.9
37121	North Carolina	Mitchell	15330	7512	7818	93.2	0.9	0.4	0.3	0.0	6014	8.6
37123	North Carolina	Montgomery	27601	13393	14208	63.6	18.5	0.5	1.6	0.0	10397	10.5
37125	North Carolina	Moore	91743	44062	47681	77.3	12.3	0.7	1.1	0.0	36422	8.0
37127	North Carolina	Nash	94722	45521	49201	52.2	38.0	0.6	0.8	0.0	40735	11.9
37129	North Carolina	New Hanover	213091	102777	110314	76.7	14.3	0.4	1.4	0.0	103718	8.9
37131	North Carolina	Northampton	21011	10164	10847	38.6	56.7	0.2	0.1	0.1	7193	15.9
37133	North Carolina	Onslow	183753	99526	84227	67.3	14.8	0.6	1.8	0.2	61252	11.6
37135	North Carolina	Orange	138644	66199	72445	69.8	11.5	0.4	7.3	0.0	70264	6.4
37137	North Carolina	Pamlico	12982	6685	6297	74.1	18.7	0.6	0.3	0.8	5107	9.7
37139	North Carolina	Pasquotank	40018	19623	20395	54.9	36.8	0.2	1.4	0.3	17073	10.1
37141	North Carolina	Pender	55166	27596	27570	74.2	17.1	0.3	0.2	0.1	23242	9.8
37143	North Carolina	Perquimans	13498	6402	7096	71.6	24.3	0.1	0.0	0.1	4852	12.7
37145	North Carolina	Person	39262	19088	20174	66.4	27.2	0.8	0.4	0.0	16612	11.9
37147	North Carolina	Pitt	173798	82005	91793	56.1	33.9	0.3	1.7	0.0	80392	12.1
37149	North Carolina	Polk	20327	9808	10519	88.1	5.1	0.1	0.1	0.0	8270	8.8
37151	North Carolina	Randolph	142370	70316	72054	80.3	5.7	0.4	1.0	0.0	63160	9.0
37153	North Carolina	Richmond	46046	22459	23587	57.9	31.6	2.4	0.2	0.0	16848	13.8
37155	North Carolina	Robeson	134871	65273	69598	26.6	24.0	37.6	0.7	0.0	47406	12.1
37157	North Carolina	Rockingham	92300	44553	47747	73.0	18.2	0.4	0.5	0.1	38380	10.5
37159	North Carolina	Rowan	138361	68359	70002	73.2	16.1	0.2	0.9	0.0	56519	11.5
37161	North Carolina	Rutherford	66865	32462	34403	83.9	10.0	0.3	0.6	0.0	25033	12.2
37163	North Carolina	Sampson	63873	31398	32475	52.4	25.6	1.5	0.4	0.0	26833	10.4
37165	North Carolina	Scotland	35932	17774	18158	44.8	38.3	10.4	0.8	0.0	11215	15.5
37167	North Carolina	Stanly	60586	30324	30262	81.6	10.3	0.3	1.9	0.0	26101	12.2
37169	North Carolina	Stokes	46661	22837	23824	91.5	4.1	0.5	0.3	0.1	19972	9.3
37171	North Carolina	Surry	73170	35843	37327	84.5	3.6	0.3	0.6	0.0	30107	6.9
37173	North Carolina	Swain	14163	6808	7355	64.0	1.5	26.1	0.5	0.0	5543	7.7
37175	North Carolina	Transylvania	32928	15981	16947	89.2	3.8	0.5	0.5	0.0	13794	6.9
37177	North Carolina	Tyrrell	4152	2413	1739	56.2	30.4	0.2	2.8	0.2	1350	14.1
37179	North Carolina	Union	213422	105500	107922	73.5	11.7	0.3	2.1	0.0	99712	7.7
37181	North Carolina	Vance	44829	20984	23845	41.2	49.3	0.3	0.5	0.0	17461	12.2
37183	North Carolina	Wake	976019	474967	501052	61.1	20.4	0.3	6.0	0.0	499197	6.4
37185	North Carolina	Warren	20468	10316	10152	38.2	50.0	4.5	0.3	0.0	6958	10.7
